Date;I(A);U(V);(Q)mAh;Headspeed(rpm);PWM(%);Temp(C)
30.04.2020 14:49:01;0.7;45.3;2878.0;256;10;60
30.04.2020 14:49:01;0.1;45.3;2878.0;254;9;60
30.04.2020 14:49:02;0.7;45.3;2878.0;253;9;60
30.04.2020 14:49:02;0.5;45.3;2878.0;255;10;60
30.04.2020 14:49:03;0.4;45.3;2878.0;253;10;60
30.04.2020 14:49:03;0.5;45.3;2879.0;250;10;60
30.04.2020 14:49:04;0.4;45.3;2879.0;256;10;60
30.04.2020 14:49:04;0.3;45.3;2879.0;259;10;60
30.04.2020 14:49:05;0.5;45.3;2879.0;253;10;60
30.04.2020 14:49:05;0.6;45.3;2879.0;256;9;60
30.04.2020 14:49:06;0.4;45.3;2879.0;253;10;60
30.04.2020 14:49:06;0.5;45.3;2879.0;264;10;60
30.04.2020 14:49:07;0.5;45.3;2879.0;253;9;60
30.04.2020 14:49:07;0.2;45.3;2879.0;254;9;60
30.04.2020 14:49:08;0.3;45.3;2879.0;256;9;60
30.04.2020 14:49:08;1.8;45.3;2879.0;257;9;60
30.04.2020 14:49:09;0.6;45.3;2879.0;260;10;60
30.04.2020 14:49:09;0.4;45.3;2879.0;256;10;60
30.04.2020 14:49:10;12.2;45.0;2882.0;684;30;60
30.04.2020 14:49:11;7.4;45.1;2883.0;713;30;60
30.04.2020 14:49:11;8.0;45.1;2884.0;744;30;60
30.04.2020 14:49:11;5.2;45.1;2884.0;744;30;60
30.04.2020 14:49:12;5.8;45.1;2885.0;741;30;60
30.04.2020 14:49:12;6.5;45.1;2886.0;735;30;60
30.04.2020 14:49:13;7.3;45.1;2887.0;735;30;60
30.04.2020 14:49:13;7.2;45.1;2887.0;726;30;60
30.04.2020 14:49:14;6.7;45.1;2888.0;731;30;60
30.04.2020 14:49:14;5.4;45.1;2889.0;733;29;60
30.04.2020 14:49:15;6.2;45.1;2890.0;729;29;60
30.04.2020 14:49:15;5.7;45.1;2891.0;735;29;60
30.04.2020 14:49:16;6.2;45.1;2891.0;731;30;60
30.04.2020 14:49:16;5.2;45.1;2892.0;738;30;60
30.04.2020 14:49:17;5.2;45.1;2893.0;743;30;60
30.04.2020 14:49:17;5.2;45.1;2894.0;736;30;60
30.04.2020 14:49:18;4.3;45.1;2895.0;742;29;60
30.04.2020 14:49:18;4.4;45.1;2895.0;742;30;60
30.04.2020 14:49:19;4.3;45.1;2896.0;742;30;60
30.04.2020 14:49:19;5.1;45.1;2897.0;734;30;60
30.04.2020 14:49:20;5.2;45.1;2898.0;737;30;60
30.04.2020 14:49:20;4.0;45.1;2898.0;742;30;60
30.04.2020 14:49:21;5.1;45.2;2899.0;740;29;60
