Date;I(A);U(V);(Q)mAh;Headspeed(rpm);PWM(%);Temp(C)
06.05.2020 18:19:31;20.8;43.3;3576.0;1600;69;74
06.05.2020 18:19:32;20.2;43.3;3579.0;1606;70;74
06.05.2020 18:19:32;21.2;43.2;3583.0;1600;69;74
06.05.2020 18:19:33;22.2;43.2;3585.0;1597;70;72
06.05.2020 18:19:33;20.2;43.2;3589.0;1603;69;72
06.05.2020 18:19:34;21.0;43.2;3592.0;1602;69;72
06.05.2020 18:19:34;21.3;43.2;3593.0;1600;69;72
06.05.2020 18:19:35;19.6;43.2;3597.0;1596;69;72
06.05.2020 18:19:35;18.4;43.2;3599.0;1601;69;72
06.05.2020 18:19:36;14.7;43.4;3602.0;1592;68;72
